id,label,ontology,synonyms,uri
58834006,Structure of nodule of aortic valve,SNOMED CT,Nodule of aortic valve|Nodule of Arantius,http://purl.bioontology.org/ontology/SNOMEDCT/58834006
58836008,Structure of intralobular duct of pancreas,SNOMED CT,Intralobular duct of pancreas,http://purl.bioontology.org/ontology/SNOMEDCT/58836008
58841000,Structure of midpalmar space,SNOMED CT,Structure of central compartment of palm|Midpalmar space,http://purl.bioontology.org/ontology/SNOMEDCT/58841000
58859002,Structure of supporting tissue of urinary bladder,SNOMED CT,Supporting tissue of urinary bladder,http://purl.bioontology.org/ontology/SNOMEDCT/58859002
58861006,Glia,SNOMED CT,Neuroglia,http://purl.bioontology.org/ontology/SNOMEDCT/58861006
58929006,Structure of periventricular gray matter of thalamus,SNOMED CT,Periventricular gray matter of thalamus,http://purl.bioontology.org/ontology/SNOMEDCT/58929006
58930001,Skin structure of lateral surface of upper arm,SNOMED CT,Skin of lateral surface of upper arm|Skin of lateral surface of arm,http://purl.bioontology.org/ontology/SNOMEDCT/58930001
58931002,Structure of lesser splanchnic nerve,SNOMED CT,Lesser splanchnic nerve,http://purl.bioontology.org/ontology/SNOMEDCT/58931002
58947000,Structure of greater tuberosity of humerus,SNOMED CT,Greater tuberosity of humerus,http://purl.bioontology.org/ontology/SNOMEDCT/58947000
58948005,Structure of extensor tendon,SNOMED CT,Extensor tendon,http://purl.bioontology.org/ontology/SNOMEDCT/58948005
58991000,Structure of tuberosity of distal phalanx of second toe,SNOMED CT,Tuberosity of distal phalanx of second toe,http://purl.bioontology.org/ontology/SNOMEDCT/58991000
59002009,Structure of infundibulum of hair follicle,SNOMED CT,Infundibulum of hair follicle,http://purl.bioontology.org/ontology/SNOMEDCT/59002009
59005006,Vagus nerve pulmonary plexus,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/59005006
59011009,Structure of basilar artery,SNOMED CT,Basilar artery,http://purl.bioontology.org/ontology/SNOMEDCT/59011009
59023003,Skin structure of lateral surface of fifth toe,SNOMED CT,Skin of lateral surface of fifth toe,http://purl.bioontology.org/ontology/SNOMEDCT/59023003
59024009,Structure of angular gyrus,SNOMED CT,Angular gyrus,http://purl.bioontology.org/ontology/SNOMEDCT/59024009
59059009,Sublingual fold,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/59059009
59060004,Tubercle of fourteenth rib,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/59060004
59066005,Mastoid structure,SNOMED CT,Mastoid process of temporal bone|Mastoid bone,http://purl.bioontology.org/ontology/SNOMEDCT/59066005
59069003,Entire costal groove of sixth rib,SNOMED CT,Costal groove of sixth rib,http://purl.bioontology.org/ontology/SNOMEDCT/59069003
59095001,Entire chorda obliqua of elbow,SNOMED CT,Chorda obliqua of elbow,http://purl.bioontology.org/ontology/SNOMEDCT/59095001
59098004,Optic nerve chiasma,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/59098004
59112000,Skin structure of anus,SNOMED CT,Skin of anus,http://purl.bioontology.org/ontology/SNOMEDCT/59112000
59125008,Structure of groove for flexor hallucis,SNOMED CT,Groove for flexor hallucis,http://purl.bioontology.org/ontology/SNOMEDCT/59125008
59138000,Structure of palmar fascia of fifth finger,SNOMED CT,Palmar fascia of fifth finger,http://purl.bioontology.org/ontology/SNOMEDCT/59138000
59143007,Entire neck of seventh rib,SNOMED CT,Neck of seventh rib,http://purl.bioontology.org/ontology/SNOMEDCT/59143007
59144001,Right occipital lobe structure,SNOMED CT,Right occipital lobe,http://purl.bioontology.org/ontology/SNOMEDCT/59144001
59150006,Longitudinal layer of small intestine muscularis propria,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/59150006
59152003,Structure of intertubercular synovial sheath of biceps brachii muscle,SNOMED CT,Intertubercular synovial sheath of biceps brachii muscle,http://purl.bioontology.org/ontology/SNOMEDCT/59152003
59155001,Structure of sacral splanchnic nerves,SNOMED CT,Sacral splanchnic nerves,http://purl.bioontology.org/ontology/SNOMEDCT/59155001
59157009,Structure of posterior branch of superior thyroid artery,SNOMED CT,Posterior branch of superior thyroid artery,http://purl.bioontology.org/ontology/SNOMEDCT/59157009
59183004,Lower genitourinary tract structure,SNOMED CT,Lower genitourinary tract,http://purl.bioontology.org/ontology/SNOMEDCT/59183004
59188008,Structure of levator costae longus muscle,SNOMED CT,Levatores costarum longi muscles|Levator costae longus muscle,http://purl.bioontology.org/ontology/SNOMEDCT/59188008
59193006,Structure of lateral arcuate ligament of diaphragm,SNOMED CT,Lateral arcuate ligament of diaphragm,http://purl.bioontology.org/ontology/SNOMEDCT/59193006
59237002,Structure of oculomotor nerve rectus medialis branch,SNOMED CT,Oculomotor nerve rectus medialis branch,http://purl.bioontology.org/ontology/SNOMEDCT/59237002
59310001,Structure of parotid plexus of facial nerve,SNOMED CT,Parotid plexus of facial nerve,http://purl.bioontology.org/ontology/SNOMEDCT/59310001
59326000,Structure of rostrum of corpus callosum,SNOMED CT,Rostrum of corpus callosum,http://purl.bioontology.org/ontology/SNOMEDCT/59326000
59331003,Entire abductor longi and extensor brevis pollicis muscle tendon,SNOMED CT,Abductor longi and extensor brevis pollicis muscle tendon,http://purl.bioontology.org/ontology/SNOMEDCT/59331003
59348006,Structure of anterior ascending branch of left pulmonary artery,SNOMED CT,Anterior ascending branch of left pulmonary artery,http://purl.bioontology.org/ontology/SNOMEDCT/59348006
59354007,Skin structure of thumb,SNOMED CT,Skin of thumb,http://purl.bioontology.org/ontology/SNOMEDCT/59354007
59362004,Structure of dorsal fascia of foot,SNOMED CT,Dorsal fascia of foot,http://purl.bioontology.org/ontology/SNOMEDCT/59362004
59373006,Structure of transverse scapular artery,SNOMED CT,Suprascapular artery|Transverse scapular artery,http://purl.bioontology.org/ontology/SNOMEDCT/59373006
59380008,Anterior abdominal wall structure,SNOMED CT,Anterior abdominal wall,http://purl.bioontology.org/ontology/SNOMEDCT/59380008
59417004,Structure of lenticular process of incus,SNOMED CT,Lenticular process of incus|Lentiform process of incus,http://purl.bioontology.org/ontology/SNOMEDCT/59417004
59438005,Structure of anterior descending branch of left coronary artery,SNOMED CT,Left anterior descending artery|Anterior descending branch of left coronary artery,http://purl.bioontology.org/ontology/SNOMEDCT/59438005
59441001,Structure of lymph node,SNOMED CT,Lymphatic gland|Lymph node|Lymph gland|Lymph node structure,http://purl.bioontology.org/ontology/SNOMEDCT/59441001
59463005,Structure of superior articular process of fifth lumbar vertebra,SNOMED CT,Cranial articular process of fifth lumbar vertebra|Superior articular process of fifth lumbar vertebra,http://purl.bioontology.org/ontology/SNOMEDCT/59463005
59473007,Oculomotor nucleus structure,SNOMED CT,Third cranial nerve nucleus|Oculomotor nucleus,http://purl.bioontology.org/ontology/SNOMEDCT/59473007
59498008,Structure of base of stapes,SNOMED CT,Base of stapes,http://purl.bioontology.org/ontology/SNOMEDCT/59498008
59503006,Structure of submandibular lymph node,SNOMED CT,Submandibular lymph node,http://purl.bioontology.org/ontology/SNOMEDCT/59503006
59506003,Structure of superior ischial ramus,SNOMED CT,Superior ischial ramus|Ramus of ischium,http://purl.bioontology.org/ontology/SNOMEDCT/59506003
59513003,Deep cervical plexus,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/59513003
59521009,Structure of bundle branches,SNOMED CT,Bundle branches,http://purl.bioontology.org/ontology/SNOMEDCT/59521009
59555007,Structure of capsule of distal interphalangeal joint of middle finger,SNOMED CT,Capsule of distal interphalangeal joint of middle finger,http://purl.bioontology.org/ontology/SNOMEDCT/59555007
59558009,Bone structure of sixth rib,SNOMED CT,Sixth rib,http://purl.bioontology.org/ontology/SNOMEDCT/59558009
59564002,Subcutaneous tissue structure of hypothenar region of palm,SNOMED CT,Subcutaneous tissue of hypothenar region of palm,http://purl.bioontology.org/ontology/SNOMEDCT/59564002
59581006,Tragus structure,SNOMED CT,Tragus,http://purl.bioontology.org/ontology/SNOMEDCT/59581006
59591000,Structure of ulnar tunnel,SNOMED CT,Ulnar tunnel|Cubital tunnel,http://purl.bioontology.org/ontology/SNOMEDCT/59591000
59609004,Thoracic esophagus structure,SNOMED CT,Thoracic esophagus,http://purl.bioontology.org/ontology/SNOMEDCT/59609004
59618002,Structure of cuneiform nucleus of midbrain,SNOMED CT,Cuneiform nucleus of midbrain|Subcuneiform nucleus of midbrain,http://purl.bioontology.org/ontology/SNOMEDCT/59618002
59637006,Molar gland,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/59637006
59641005,Structure of mucous membrane of lip,SNOMED CT,Mucous membrane of lip|Labial mucosa|Mucosa of lip,http://purl.bioontology.org/ontology/SNOMEDCT/59641005
59642003,Structure of medial arcuate ligament of diaphragm,SNOMED CT,Medial arcuate ligament of diaphragm,http://purl.bioontology.org/ontology/SNOMEDCT/59642003
59650007,Structure of pars basalis of pons,SNOMED CT,Pars basalis of pons,http://purl.bioontology.org/ontology/SNOMEDCT/59650007
59652004,Atrial structure,SNOMED CT,Cardiac atrium|Atrium,http://purl.bioontology.org/ontology/SNOMEDCT/59652004
59670001,Structure of arcuate zone of organ of Corti,SNOMED CT,Arcuate zone of organ of Corti,http://purl.bioontology.org/ontology/SNOMEDCT/59670001
59689001,Ischial callosity,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/59689001
59691009,Structure of inferior lingular bronchus,SNOMED CT,Inferior lingular bronchus,http://purl.bioontology.org/ontology/SNOMEDCT/59691009
59699006,Glycogen body of spinal cord,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/59699006
59700007,Structure of interchondral joint,SNOMED CT,Interchondral joint,http://purl.bioontology.org/ontology/SNOMEDCT/59700007
59713001,Structure of tendon of infraspinatus muscle,SNOMED CT,Tendon of infraspinatus muscle,http://purl.bioontology.org/ontology/SNOMEDCT/59713001
59744005,Structure of middle superior alveolar nerve,SNOMED CT,Middle superior alveolar nerve,http://purl.bioontology.org/ontology/SNOMEDCT/59744005
59749000,Structure of lacrimal artery,SNOMED CT,Lacrimal artery,http://purl.bioontology.org/ontology/SNOMEDCT/59749000
59752008,Dorsal funiculus structure,SNOMED CT,Dorsal funiculus|Posterior funiculus,http://purl.bioontology.org/ontology/SNOMEDCT/59752008
59757002,Structure of parietal fascia of pelvis,SNOMED CT,Parietal fascia of pelvis,http://purl.bioontology.org/ontology/SNOMEDCT/59757002
59781009,Structure of pars flaccida of tympanic membrane,SNOMED CT,Pars flaccida of tympanic membrane|Shrapnell's membrane,http://purl.bioontology.org/ontology/SNOMEDCT/59781009
59791003,Structure of proper digital palmar nerves of median nerve,SNOMED CT,Proper digital palmar nerves of median nerve,http://purl.bioontology.org/ontology/SNOMEDCT/59791003
59816000,Structure of rima vestibuli,SNOMED CT,Rima vestibuli|Fissure of vestibule,http://purl.bioontology.org/ontology/SNOMEDCT/59816000
59820001,Blood vessel structure,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/59820001
59830005,Structure of anterior recurrent tibial artery,SNOMED CT,Anterior recurrent tibial artery,http://purl.bioontology.org/ontology/SNOMEDCT/59830005
59831009,Peroneus longus muscle structure,SNOMED CT,Peroneus longus|Peroneus longus muscle,http://purl.bioontology.org/ontology/SNOMEDCT/59831009
59837008,Structure of peritracheal tissue,SNOMED CT,Peritracheal tissue,http://purl.bioontology.org/ontology/SNOMEDCT/59837008
59855004,Entire posterior renal segment,SNOMED CT,Posterior renal segment,http://purl.bioontology.org/ontology/SNOMEDCT/59855004
59863003,Tendon and/or tendon sheath structure,SNOMED CT,Tendon and tendon sheath structure|Tendon and tendon sheath,http://purl.bioontology.org/ontology/SNOMEDCT/59863003
59904007,Structure of crista arcuata of arytenoid cartilage,SNOMED CT,Crista arcuata of arytenoid cartilage,http://purl.bioontology.org/ontology/SNOMEDCT/59904007
59907000,Head of ninth rib structure,SNOMED CT,Head of ninth rib,http://purl.bioontology.org/ontology/SNOMEDCT/59907000
59908005,Structure of abductor pollicis muscle,SNOMED CT,Abductor pollicis muscle,http://purl.bioontology.org/ontology/SNOMEDCT/59908005
59920002,Structure of anterior choroidal artery,SNOMED CT,Anterior choroidal artery,http://purl.bioontology.org/ontology/SNOMEDCT/59920002
59950005,Structure of common cochlear artery,SNOMED CT,Cochlear branch of labyrinthine artery|Common cochlear artery,http://purl.bioontology.org/ontology/SNOMEDCT/59950005
59952002,Limbus corneae structure,SNOMED CT,Limbus corneae|Corneal limbus,http://purl.bioontology.org/ontology/SNOMEDCT/59952002
59966007,Structure of wisdom tooth,SNOMED CT,Wisdom tooth,http://purl.bioontology.org/ontology/SNOMEDCT/59966007
59996002,Retinacula cutis,SNOMED CT,Coarse fibrous bands of subcutaneous tissue,http://purl.bioontology.org/ontology/SNOMEDCT/59996002
60003005,Structure of extensor carpi radialis brevis muscle bursa,SNOMED CT,Extensor carpi radialis brevis muscle bursa,http://purl.bioontology.org/ontology/SNOMEDCT/60003005
60005003,Pectoralis major muscle structure,SNOMED CT,Pectoralis major muscle,http://purl.bioontology.org/ontology/SNOMEDCT/60005003
60035005,Structure of base of phalanx of ring finger,SNOMED CT,Base of phalanx of ring finger,http://purl.bioontology.org/ontology/SNOMEDCT/60035005
60039004,Structure of papillary process of caudate lobe of liver,SNOMED CT,Papillary process of caudate lobe of liver,http://purl.bioontology.org/ontology/SNOMEDCT/60039004
60051002,Lumbar spinal cord structure,SNOMED CT,Lumbar spinal cord,http://purl.bioontology.org/ontology/SNOMEDCT/60051002
60075002,Cervical esophagus structure,SNOMED CT,Cervical esophagus,http://purl.bioontology.org/ontology/SNOMEDCT/60075002
60105000,Structure of tapetum of corpus callosum,SNOMED CT,Tapetum of corpus callosum|Tapetum,http://purl.bioontology.org/ontology/SNOMEDCT/60105000
60114005,Adductor pollicis muscle structure,SNOMED CT,Adductor pollicis muscle,http://purl.bioontology.org/ontology/SNOMEDCT/60114005
60120006,Structure of transverse head of adductor pollicis muscle,SNOMED CT,Transverse head of adductor pollicis muscle,http://purl.bioontology.org/ontology/SNOMEDCT/60120006
60152006,Structure of hepatic duct of caudate lobe,SNOMED CT,Hepatic duct of caudate lobe,http://purl.bioontology.org/ontology/SNOMEDCT/60152006
60154007,Structure of capsule of distal interphalangeal joint of second toe,SNOMED CT,Capsule of distal interphalangeal joint of second toe,http://purl.bioontology.org/ontology/SNOMEDCT/60154007
60160007,Rhomboideus thoracis muscle,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/60160007
60162004,Structure of phrenicocostal sinus,SNOMED CT,Phrenicocostal sinus,http://purl.bioontology.org/ontology/SNOMEDCT/60162004
60176003,Structure of anterior cerebral artery,SNOMED CT,Anterior cerebral artery,http://purl.bioontology.org/ontology/SNOMEDCT/60176003
60184004,Sigmoid colon structure,SNOMED CT,Sigmoid colon,http://purl.bioontology.org/ontology/SNOMEDCT/60184004
60226006,Structure of capsule of metacarpophalangeal joint of ring finger,SNOMED CT,Capsule of metacarpophalangeal joint of ring finger,http://purl.bioontology.org/ontology/SNOMEDCT/60226006
60227002,Subaortic common iliac lymph node,SNOMED CT,Subaortic lymph node,http://purl.bioontology.org/ontology/SNOMEDCT/60227002
60272005,Structure of obturator nerve,SNOMED CT,Obturator nerve,http://purl.bioontology.org/ontology/SNOMEDCT/60272005
60274006,Structure of arch of eleventh thoracic vertebra,SNOMED CT,Arch of eleventh thoracic vertebra|T11 dorsal arch,http://purl.bioontology.org/ontology/SNOMEDCT/60274006
60277004,Body of seventh lumbar vertebra,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/60277004
60285008,Structure of femoral ring,SNOMED CT,Femoral ring,http://purl.bioontology.org/ontology/SNOMEDCT/60285008
60297009,Structure of collecting tubule,SNOMED CT,Collecting tubule,http://purl.bioontology.org/ontology/SNOMEDCT/60297009
60315003,Lymphatic follicle structure,SNOMED CT,Lymphatic follicle,http://purl.bioontology.org/ontology/SNOMEDCT/60315003
60325008,Superficial inguinal ring structure,SNOMED CT,Superficial inguinal ring,http://purl.bioontology.org/ontology/SNOMEDCT/60325008
60327000,Entire extensor tendon and tendon sheath of second toe,SNOMED CT,Extensor tendon and tendon sheath of second toe,http://purl.bioontology.org/ontology/SNOMEDCT/60327000
60329002,Structure of arterial network of knee,SNOMED CT,Arterial network of knee,http://purl.bioontology.org/ontology/SNOMEDCT/60329002
60359007,Structure of antral aditus of tympanic cavity,SNOMED CT,Antral aditus of tympanic cavity,http://purl.bioontology.org/ontology/SNOMEDCT/60359007
60361003,Structure of mucous membrane of renal pelvis,SNOMED CT,Mucous membrane of renal pelvis,http://purl.bioontology.org/ontology/SNOMEDCT/60361003
60367004,Entire medial nasal branches of anterior ethmoidal nerve,SNOMED CT,Medial nasal branches of anterior ethmoidal nerve,http://purl.bioontology.org/ontology/SNOMEDCT/60367004
60378007,Subcutaneous tissue structure of dorsal surface of finger,SNOMED CT,Subcutaneous tissue of dorsal surface of finger,http://purl.bioontology.org/ontology/SNOMEDCT/60378007
60383004,Structure of diaphragmatic surface of heart,SNOMED CT,Diaphragmatic surface of heart|Posterior surface of heart,http://purl.bioontology.org/ontology/SNOMEDCT/60383004
60396003,Structure of intralimbic gyrus,SNOMED CT,Intralimbic gyrus,http://purl.bioontology.org/ontology/SNOMEDCT/60396003
60413009,Thoracic cage structure,SNOMED CT,Rib cage|Thoracic cage,http://purl.bioontology.org/ontology/SNOMEDCT/60413009
60428009,Skin structure of medial margin of forearm,SNOMED CT,Skin of medial margin of forearm|Skin of ulnar margin of forearm,http://purl.bioontology.org/ontology/SNOMEDCT/60428009
60433008,Structure of deep peroneal nerve muscular branches,SNOMED CT,Deep fibular nerve muscular branches|Deep peroneal nerve muscular branches,http://purl.bioontology.org/ontology/SNOMEDCT/60433008
60445004,Structure of posterior interventricular sulcus,SNOMED CT,Posterior interventricular sulcus|Posterior interventricular groove,http://purl.bioontology.org/ontology/SNOMEDCT/60445004
60487002,Entire right lateral border of body of sternum,SNOMED CT,Right lateral border of body of sternum,http://purl.bioontology.org/ontology/SNOMEDCT/60487002
60494004,Muscle structure of pharynx,SNOMED CT,Pharyngeal muscle|Muscle of pharynx,http://purl.bioontology.org/ontology/SNOMEDCT/60494004
60496002,Skin structure of foot,SNOMED CT,Skin of hindfoot|Skin of foot,http://purl.bioontology.org/ontology/SNOMEDCT/60496002
60547009,Subcutaneous tissue structure of dorsal surface of index finger,SNOMED CT,Subcutaneous tissue of dorsal surface of index finger,http://purl.bioontology.org/ontology/SNOMEDCT/60547009
60552004,Corticothalamic fibers of posterior limb of internal capsule,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/60552004
60559008,"Structure of lymphatic vessel of nose, face and lip",SNOMED CT,"Lymphatic vessel of nose, face and lip|Lymphatics of nose, face and lip",http://purl.bioontology.org/ontology/SNOMEDCT/60559008
60561004,Structure of tarsal artery,SNOMED CT,Tarsal artery,http://purl.bioontology.org/ontology/SNOMEDCT/60561004
60592002,Structure of pharyngeal portion of dorsum of tongue,SNOMED CT,Pharyngeal portion of dorsum of tongue,http://purl.bioontology.org/ontology/SNOMEDCT/60592002
60593007,Structure of plantar digital vein of foot,SNOMED CT,Plantar digital vein of foot|Plantar digital veins of foot,http://purl.bioontology.org/ontology/SNOMEDCT/60593007
60603006,Lateral surface of fifteenth rib,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/60603006
60604000,Subcutaneous tissue structure of palmar surface of thumb,SNOMED CT,Subcutaneous tissue of palmar surface of thumb,http://purl.bioontology.org/ontology/SNOMEDCT/60604000
60613003,Structure of midshaft of femur,SNOMED CT,Midshaft of femur,http://purl.bioontology.org/ontology/SNOMEDCT/60613003
60615005,Structure of pubic crest,SNOMED CT,Pubic crest,http://purl.bioontology.org/ontology/SNOMEDCT/60615005
60618007,Structure of dorsal interosseous muscle of hand,SNOMED CT,Dorsal interosseous muscle of hand|Dorsal interosseous muscles of hand,http://purl.bioontology.org/ontology/SNOMEDCT/60618007
60623007,Structure of anserine bursa,SNOMED CT,Anserine bursa|Anterior genual bursa,http://purl.bioontology.org/ontology/SNOMEDCT/60623007
60626004,Structure of accessory hemiazygous vein,SNOMED CT,Accessory hemiazygous vein|Accessory hemiazygos vein,http://purl.bioontology.org/ontology/SNOMEDCT/60626004
60636007,Structure of tendon insertion,SNOMED CT,Tendon insertion,http://purl.bioontology.org/ontology/SNOMEDCT/60636007
60675003,Entire inner surface of ninth rib,SNOMED CT,Inner surface of ninth rib,http://purl.bioontology.org/ontology/SNOMEDCT/60675003
60678001,Structure of mammillary peduncular nucleus,SNOMED CT,Mammillary peduncular nucleus,http://purl.bioontology.org/ontology/SNOMEDCT/60678001
60679009,Cranial articular process of fifteenth thoracic vertebra,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/60679009
60692007,Structure of foliate papillae of tongue,SNOMED CT,Foliate papillae of tongue,http://purl.bioontology.org/ontology/SNOMEDCT/60692007
60705007,Structure of palatine suture of skull,SNOMED CT,Palatine suture of skull,http://purl.bioontology.org/ontology/SNOMEDCT/60705007
60720001,Structure of medial crus of superficial inguinal ring,SNOMED CT,Medial crus of superficial inguinal ring,http://purl.bioontology.org/ontology/SNOMEDCT/60720001
60734001,Great saphenous vein structure,SNOMED CT,Great saphenous vein|Saphenous vein|LSV - Long saphenous vein,http://purl.bioontology.org/ontology/SNOMEDCT/60734001
60766006,Structure of epiglottic tubercle,SNOMED CT,Epiglottic tubercle,http://purl.bioontology.org/ontology/SNOMEDCT/60766006
60771004,Peroneus brevis muscle structure,SNOMED CT,Peroneus brevis muscle,http://purl.bioontology.org/ontology/SNOMEDCT/60771004
60776009,Entire under border of tenth rib,SNOMED CT,Under border of tenth rib,http://purl.bioontology.org/ontology/SNOMEDCT/60776009
60778005,Structure of T zone of lymph node,SNOMED CT,T zone of lymph node,http://purl.bioontology.org/ontology/SNOMEDCT/60778005
60791006,Structure of lumbar portion of sympathetic nervous system,SNOMED CT,Lumbar portion of sympathetic nervous system,http://purl.bioontology.org/ontology/SNOMEDCT/60791006
60813001,"Structure of articular surface, phalanges, of first metacarpal bone",SNOMED CT,"Articular surface, phalanges, of first metacarpal bone",http://purl.bioontology.org/ontology/SNOMEDCT/60813001
60819002,Cheek structure,SNOMED CT,Cheek|Buccal region of face,http://purl.bioontology.org/ontology/SNOMEDCT/60819002
60835009,Structure of postductal region of aortic arch,SNOMED CT,Postligamental region of aortic arch|Postductal region of aortic arch,http://purl.bioontology.org/ontology/SNOMEDCT/60835009
60855005,Subcutaneous tissue structure of plantar surface of fourth toe,SNOMED CT,Subcutaneous tissue of plantar surface of fourth toe,http://purl.bioontology.org/ontology/SNOMEDCT/60855005
60859004,Structure of base of left lung,SNOMED CT,Base of left lung,http://purl.bioontology.org/ontology/SNOMEDCT/60859004
60865004,Abdominal esophagus structure,SNOMED CT,Abdominal esophagus,http://purl.bioontology.org/ontology/SNOMEDCT/60865004
60888003,Articular part of tubercle of eighteenth rib,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/60888003
60894006,Structure of thyroid lobule,SNOMED CT,Thyroid lobule,http://purl.bioontology.org/ontology/SNOMEDCT/60894006
60898009,Structure of roof of nose,SNOMED CT,Roof of nose,http://purl.bioontology.org/ontology/SNOMEDCT/60898009
60900006,Costal groove of seventeenth rib,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/60900006
60911003,Temporal bone structure,SNOMED CT,Temporal bone,http://purl.bioontology.org/ontology/SNOMEDCT/60911003
60944009,Skin structure of external genitalia,SNOMED CT,Skin of external genitalia,http://purl.bioontology.org/ontology/SNOMEDCT/60944009
60962000,Middle nasal turbinate structure,SNOMED CT,Inferior ethmoidal concha|Middle nasal turbinate|Middle turbinate|MT - Middle turbinate|Concha nasalis media,http://purl.bioontology.org/ontology/SNOMEDCT/60962000
60965003,Structure of epigastric lymph node,SNOMED CT,Epigastric lymph node,http://purl.bioontology.org/ontology/SNOMEDCT/60965003
60991002,Structure of base of heart,SNOMED CT,Base of heart,http://purl.bioontology.org/ontology/SNOMEDCT/60991002
60996007,Structure of deep lymph node,SNOMED CT,Deep lymph node,http://purl.bioontology.org/ontology/SNOMEDCT/60996007
61001002,Structure of mucous gland (organ component),SNOMED CT,Mucous gland (organ component),http://purl.bioontology.org/ontology/SNOMEDCT/61001002
61028007,Structure of alpha Cell of islet,SNOMED CT,alpha Cell of islet,http://purl.bioontology.org/ontology/SNOMEDCT/61028007
61032001,Structure of body of first lumbar vertebra,SNOMED CT,Body of first lumbar vertebra,http://purl.bioontology.org/ontology/SNOMEDCT/61032001
61038002,Structure of nucleus pulposus of intervertebral disc of fourth lumbar vertebra,SNOMED CT,"Nucleus pulposus, L4-L5|Nucleus pulposus of intervertebral disc of fourth lumbar vertebra",http://purl.bioontology.org/ontology/SNOMEDCT/61038002
61046001,Structure of splenius cervicis muscle,SNOMED CT,Splenius cervicis muscle,http://purl.bioontology.org/ontology/SNOMEDCT/61046001
61047005,Structure of lesser alar cartilages,SNOMED CT,Lesser alar cartilages,http://purl.bioontology.org/ontology/SNOMEDCT/61047005
61066005,Tunica adventitia of vessel,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/61066005
61067001,Structure of parietal pericardium,SNOMED CT,Parietal pericardium,http://purl.bioontology.org/ontology/SNOMEDCT/61067001
61069003,Structure of deep flexor tendon of ring finger,SNOMED CT,Deep flexor tendon of ring finger|Deep flexor tendon of fourth finger,http://purl.bioontology.org/ontology/SNOMEDCT/61069003
61105009,Entire shaft of fourth rib,SNOMED CT,Shaft of fourth rib,http://purl.bioontology.org/ontology/SNOMEDCT/61105009
61115003,Mucous connective tissue,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/61115003
61122006,Structure of dorsal tegmental decussation,SNOMED CT,Dorsal tegmental decussation,http://purl.bioontology.org/ontology/SNOMEDCT/61122006
61129002,Structure of small intestinal lumen,SNOMED CT,Small intestinal lumen,http://purl.bioontology.org/ontology/SNOMEDCT/61129002
61134003,Structure of longissimus capitis muscle,SNOMED CT,Longissimus capitis muscle,http://purl.bioontology.org/ontology/SNOMEDCT/61134003
61219003,Entire quadrate ligament of elbow,SNOMED CT,Quadrate ligament of elbow,http://purl.bioontology.org/ontology/SNOMEDCT/61219003
61222001,Structure of lateral intertransversarius lumborum muscle,SNOMED CT,Lateral intertransversalis lumborum muscles|Lateral intertransversalis lumborum muscle,http://purl.bioontology.org/ontology/SNOMEDCT/61222001
61225004,Caudal lobe branch of right pulmonary artery,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/61225004
61230000,Posterosuperior fissure of cerebellum,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/61230000
61231001,Structure of angular artery,SNOMED CT,Angular artery,http://purl.bioontology.org/ontology/SNOMEDCT/61231001
61237002,Interstitial tissue of nerve,SNOMED CT,,http://purl.bioontology.org/ontology/SNOMEDCT/61237002
61242005,Lateral canthus structure,SNOMED CT,Lateral canthus,http://purl.bioontology.org/ontology/SNOMEDCT/61242005
61248009,Skin structure of anterior surface of thigh,SNOMED CT,Skin of anterior surface of thigh,http://purl.bioontology.org/ontology/SNOMEDCT/61248009
61276001,Structure of right middle lobe medial segmental bronchus,SNOMED CT,Right middle lobe medial segmental bronchus,http://purl.bioontology.org/ontology/SNOMEDCT/61276001
61278000,Structure of anulus fibrosus of intervertebral disc of third cervical vertebra,SNOMED CT,Anulus fibrosus of intervertebral disc of third cervical vertebra,http://purl.bioontology.org/ontology/SNOMEDCT/61278000
61325001,Subcutaneous tissue structure of anterior axillary fold,SNOMED CT,Subcutaneous tissue of anterior axillary fold,http://purl.bioontology.org/ontology/SNOMEDCT/61325001
