name,label,codesystem,code,ontologyTermURI,isDuplicate
MIM_126050,DIGITOTALAR DYSMORPHISM,"OMIM, phenotype",MIM_126050,http://purl.bioontology.org/ontology/OMIM/126050,0
MIM_126070,"DILUTION, PIGMENTARY","OMIM, phenotype",MIM_126070,http://purl.bioontology.org/ontology/OMIM/126070,0
MIM_126100,"DIMPLES, FACIAL","OMIM, phenotype",MIM_126100,http://purl.bioontology.org/ontology/OMIM/126100,0
MIM_126180,"DISCRIMINATION, TWO-POINT, REDUCTION IN","OMIM, phenotype",MIM_126180,http://purl.bioontology.org/ontology/OMIM/126180,0
MIM_126190,DISPROPORTIONATE SHORT STATURE WITH PTOSIS AND VALVULAR HEART LESIONS,"OMIM, phenotype",MIM_126190,http://purl.bioontology.org/ontology/OMIM/126190,0
MIM_126200,"MULTIPLE SCLEROSIS, SUSCEPTIBILITY TO","OMIM, phenotype",MIM_126200,http://purl.bioontology.org/ontology/OMIM/126200,0
MIM_126250,DISTAL OSTEOSCLEROSIS,"OMIM, phenotype",MIM_126250,http://purl.bioontology.org/ontology/OMIM/126250,0
MIM_126300,DISTICHIASIS,"OMIM, phenotype",MIM_126300,http://purl.bioontology.org/ontology/OMIM/126300,0
MIM_126320,DISTICHIASIS WITH CONGENITAL ANOMALIES OF THE HEART AND PERIPHERAL VASCULATURE,"OMIM, phenotype",MIM_126320,http://purl.bioontology.org/ontology/OMIM/126320,0
MIM_126370,"DNA, SATELLITE, III","OMIM, phenotype",MIM_126370,http://purl.bioontology.org/ontology/OMIM/126370,0
MIM_126390,"DNA, LOW-REPETITIVE SEQUENCES OF","OMIM, phenotype",MIM_126390,http://purl.bioontology.org/ontology/OMIM/126390,0
MIM_126410,"DNA, SATELLITE, ALPHA TYPE","OMIM, phenotype",MIM_126410,http://purl.bioontology.org/ontology/OMIM/126410,0
MIM_126500,DOUBLE NAIL FOR FIFTH TOE,"OMIM, phenotype",MIM_126500,http://purl.bioontology.org/ontology/OMIM/126500,0
MIM_126550,CALVARIAL DOUGHNUT LESIONS WITH BONE FRAGILITY,"OMIM, phenotype",MIM_126550,http://purl.bioontology.org/ontology/OMIM/126550,0
MIM_126600,DOYNE HONEYCOMB RETINAL DYSTROPHY,"OMIM, phenotype",MIM_126600,http://purl.bioontology.org/ontology/OMIM/126600,0
MIM_126700,BASAL LAMINAR DRUSEN,"OMIM, phenotype",MIM_126700,http://purl.bioontology.org/ontology/OMIM/126700,0
MIM_126800,DUANE RETRACTION SYNDROME 1,"OMIM, phenotype",MIM_126800,http://purl.bioontology.org/ontology/OMIM/126800,0
MIM_126840,DUODENAL ULCER DUE TO ANTRAL G-CELL HYPERFUNCTION,"OMIM, phenotype",MIM_126840,http://purl.bioontology.org/ontology/OMIM/126840,0
MIM_126850,"DUODENAL ULCER, HYPERPEPSINOGENEMIC I","OMIM, phenotype",MIM_126850,http://purl.bioontology.org/ontology/OMIM/126850,0
MIM_126900,DUPUYTREN CONTRACTURE,"OMIM, phenotype",MIM_126900,http://purl.bioontology.org/ontology/OMIM/126900,0
MIM_126950,DWARFISM WITH TALL VERTEBRAE,"OMIM, phenotype",MIM_126950,http://purl.bioontology.org/ontology/OMIM/126950,0
MIM_127000,"KENNY-CAFFEY SYNDROME, TYPE 2","OMIM, phenotype",MIM_127000,http://purl.bioontology.org/ontology/OMIM/127000,0
MIM_127100,"DWARFISM, LEVI TYPE","OMIM, phenotype",MIM_127100,http://purl.bioontology.org/ontology/OMIM/127100,0
MIM_127200,DWARFISM WITH STIFF JOINTS AND OCULAR ABNORMALITIES,"OMIM, phenotype",MIM_127200,http://purl.bioontology.org/ontology/OMIM/127200,0
MIM_127300,LERI-WEILL DYSCHONDROSTEOSIS,"OMIM, phenotype",MIM_127300,http://purl.bioontology.org/ontology/OMIM/127300,0
MIM_127350,DYSCHONDROSTEOSIS AND NEPHRITIS,"OMIM, phenotype",MIM_127350,http://purl.bioontology.org/ontology/OMIM/127350,0
MIM_127400,DYSCHROMATOSIS SYMMETRICA HEREDITARIA,"OMIM, phenotype",MIM_127400,http://purl.bioontology.org/ontology/OMIM/127400,0
MIM_127500,DYSCHROMATOSIS UNIVERSALIS HEREDITARIA 1,"OMIM, phenotype",MIM_127500,http://purl.bioontology.org/ontology/OMIM/127500,0
MIM_127550,"DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT 1","OMIM, phenotype",MIM_127550,http://purl.bioontology.org/ontology/OMIM/127550,0
MIM_127600,"DYSKERATOSIS, HEREDITARY BENIGN INTRAEPITHELIAL","OMIM, phenotype",MIM_127600,http://purl.bioontology.org/ontology/OMIM/127600,0
MIM_127700,"DYSLEXIA, SUSCEPTIBILITY TO, 1","OMIM, phenotype",MIM_127700,http://purl.bioontology.org/ontology/OMIM/127700,0
MIM_127750,"DEMENTIA, LEWY BODY","OMIM, phenotype",MIM_127750,http://purl.bioontology.org/ontology/OMIM/127750,0
MIM_127800,DYSPLASIA EPIPHYSEALIS HEMIMELICA,"OMIM, phenotype",MIM_127800,http://purl.bioontology.org/ontology/OMIM/127800,0
MIM_127820,DYSPLASIA EPIPHYSEALIS HEMIMELICA WITH CHONDROMAS AND OSTEOCHONDROMAS,"OMIM, phenotype",MIM_127820,http://purl.bioontology.org/ontology/OMIM/127820,0
MIM_128000,DYSTELEPHALANGY,"OMIM, phenotype",MIM_128000,http://purl.bioontology.org/ontology/OMIM/128000,0
MIM_128100,"DYSTONIA 1, TORSION, AUTOSOMAL DOMINANT","OMIM, phenotype",MIM_128100,http://purl.bioontology.org/ontology/OMIM/128100,0
MIM_128101,"DYSTONIA 4, TORSION, AUTOSOMAL DOMINANT","OMIM, phenotype",MIM_128101,http://purl.bioontology.org/ontology/OMIM/128101,0
MIM_128200,EPISODIC KINESIGENIC DYSKINESIA 1,"OMIM, phenotype",MIM_128200,http://purl.bioontology.org/ontology/OMIM/128200,0
MIM_128230,"DYSTONIA, DOPA-RESPONSIVE","OMIM, phenotype",MIM_128230,http://purl.bioontology.org/ontology/OMIM/128230,0
MIM_128235,DYSTONIA 12,"OMIM, phenotype",MIM_128235,http://purl.bioontology.org/ontology/OMIM/128235,0
MIM_128290,"EAR ANTITRAGUS, TAG AT BASE OF","OMIM, phenotype",MIM_128290,http://purl.bioontology.org/ontology/OMIM/128290,0
MIM_128300,EAR EXOSTOSES,"OMIM, phenotype",MIM_128300,http://purl.bioontology.org/ontology/OMIM/128300,0
MIM_128400,EAR FLARE,"OMIM, phenotype",MIM_128400,http://purl.bioontology.org/ontology/OMIM/128400,0
MIM_128500,EAR FOLDING,"OMIM, phenotype",MIM_128500,http://purl.bioontology.org/ontology/OMIM/128500,0
MIM_128600,EAR MALFORMATION,"OMIM, phenotype",MIM_128600,http://purl.bioontology.org/ontology/OMIM/128600,0
MIM_128700,"PREAURICULAR FISTULAE, CONGENITAL","OMIM, phenotype",MIM_128700,http://purl.bioontology.org/ontology/OMIM/128700,0
MIM_128710,"EAR PITS, POSTERIOR HELICAL","OMIM, phenotype",MIM_128710,http://purl.bioontology.org/ontology/OMIM/128710,0
MIM_128800,EAR WITHOUT HELIX,"OMIM, phenotype",MIM_128800,http://purl.bioontology.org/ontology/OMIM/128800,0
MIM_128900,"EARLOBE ATTACHMENT, ATTACHED VS UNATTACHED","OMIM, phenotype",MIM_128900,http://purl.bioontology.org/ontology/OMIM/128900,0
MIM_128950,EARLOBE CREASE,"OMIM, phenotype",MIM_128950,http://purl.bioontology.org/ontology/OMIM/128950,0
MIM_128980,"EARLOBES, THICKENED, WITH CONDUCTIVE DEAFNESS FROM INCUDOSTAPEDIAL ABNORMALITIES","OMIM, phenotype",MIM_128980,http://purl.bioontology.org/ontology/OMIM/128980,0
MIM_129000,"EARRING HOLES, NATURAL","OMIM, phenotype",MIM_129000,http://purl.bioontology.org/ontology/OMIM/129000,0
MIM_129100,"EARS, ABILITY TO MOVE","OMIM, phenotype",MIM_129100,http://purl.bioontology.org/ontology/OMIM/129100,0
MIM_129150,ECHO VIRUS 11 SENSITIVITY,"OMIM, phenotype",MIM_129150,http://purl.bioontology.org/ontology/OMIM/129150,0
MIM_129200,BASAN SYNDROME,"OMIM, phenotype",MIM_129200,http://purl.bioontology.org/ontology/OMIM/129200,0
MIM_129400,RAPP-HODGKIN SYNDROME,"OMIM, phenotype",MIM_129400,http://purl.bioontology.org/ontology/OMIM/129400,0
MIM_129490,"ECTODERMAL DYSPLASIA 10A, HYPOHIDROTIC/HAIR/NAIL TYPE, AUTOSOMAL DOMINANT","OMIM, phenotype",MIM_129490,http://purl.bioontology.org/ontology/OMIM/129490,0
MIM_129500,CLOUSTON SYNDROME,"OMIM, phenotype",MIM_129500,http://purl.bioontology.org/ontology/OMIM/129500,0
MIM_129510,"ECTODERMAL DYSPLASIA, TRICHOODONTOONYCHIAL TYPE","OMIM, phenotype",MIM_129510,http://purl.bioontology.org/ontology/OMIM/129510,0
MIM_129540,ECTODERMAL DYSPLASIA SYNDROME WITH DISTINCTIVE FACIAL APPEARANCE AND PREAXIAL POLYDACTYLY OF FEET,"OMIM, phenotype",MIM_129540,http://purl.bioontology.org/ontology/OMIM/129540,0
MIM_129550,ECTODERMAL DYSPLASIA WITH ADRENAL CYST,"OMIM, phenotype",MIM_129550,http://purl.bioontology.org/ontology/OMIM/129550,0
MIM_129600,"ECTOPIA LENTIS 1, ISOLATED, AUTOSOMAL DOMINANT","OMIM, phenotype",MIM_129600,http://purl.bioontology.org/ontology/OMIM/129600,0
MIM_129750,ECTOPIA PUPILLAE,"OMIM, phenotype",MIM_129750,http://purl.bioontology.org/ontology/OMIM/129750,0
MIM_129810,ECTRODACTYLY AND ECTODERMAL DYSPLASIA WITHOUT CLEFT LIP/PALATE,"OMIM, phenotype",MIM_129810,http://purl.bioontology.org/ontology/OMIM/129810,0
MIM_129830,ECTRODACTYLY-CLEFT PALATE SYNDROME,"OMIM, phenotype",MIM_129830,http://purl.bioontology.org/ontology/OMIM/129830,0
MIM_129840,"EDEMA, FAMILIAL IDIOPATHIC, PREPUBERTAL","OMIM, phenotype",MIM_129840,http://purl.bioontology.org/ontology/OMIM/129840,0
MIM_129850,EDINBURGH MALFORMATION SYNDROME,"OMIM, phenotype",MIM_129850,http://purl.bioontology.org/ontology/OMIM/129850,0
MIM_129900,"ECTRODACTYLY, ECTODERMAL DYSPLASIA, AND CLEFT LIP/PALATE SYNDROME 1","OMIM, phenotype",MIM_129900,http://purl.bioontology.org/ontology/OMIM/129900,0
MIM_129905,EGASYN,"OMIM, phenotype",MIM_129905,http://purl.bioontology.org/ontology/OMIM/129905,0
MIM_130000,"EHLERS-DANLOS SYNDROME, CLASSIC TYPE, 1","OMIM, phenotype",MIM_130000,http://purl.bioontology.org/ontology/OMIM/130000,0
MIM_130010,"EHLERS-DANLOS SYNDROME, CLASSIC TYPE, 2","OMIM, phenotype",MIM_130010,http://purl.bioontology.org/ontology/OMIM/130010,0
MIM_130020,"EHLERS-DANLOS SYNDROME, HYPERMOBILITY TYPE","OMIM, phenotype",MIM_130020,http://purl.bioontology.org/ontology/OMIM/130020,0
MIM_130050,"EHLERS-DANLOS SYNDROME, VASCULAR TYPE","OMIM, phenotype",MIM_130050,http://purl.bioontology.org/ontology/OMIM/130050,0
MIM_130060,"EHLERS-DANLOS SYNDROME, ARTHROCHALASIA TYPE, 1","OMIM, phenotype",MIM_130060,http://purl.bioontology.org/ontology/OMIM/130060,0
MIM_130070,"EHLERS-DANLOS SYNDROME, SPONDYLODYSPLASTIC TYPE, 1","OMIM, phenotype",MIM_130070,http://purl.bioontology.org/ontology/OMIM/130070,0
MIM_130080,"EHLERS-DANLOS SYNDROME, PERIODONTAL TYPE, 1","OMIM, phenotype",MIM_130080,http://purl.bioontology.org/ontology/OMIM/130080,0
MIM_130090,"EHLERS-DANLOS SYNDROME, AUTOSOMAL DOMINANT, TYPE UNSPECIFIED","OMIM, phenotype",MIM_130090,http://purl.bioontology.org/ontology/OMIM/130090,0
MIM_130100,ELASTOSIS PERFORANS SERPIGINOSA,"OMIM, phenotype",MIM_130100,http://purl.bioontology.org/ontology/OMIM/130100,0
MIM_130180,"ELECTROENCEPHALOGRAM, LOW-VOLTAGE","OMIM, phenotype",MIM_130180,http://purl.bioontology.org/ontology/OMIM/130180,0
MIM_130190,"ELECTROENCEPHALOGRAPHIC PATTERN, BETA FREQUENCY, QUANTITATIVE TRAIT LOCUS","OMIM, phenotype",MIM_130190,http://purl.bioontology.org/ontology/OMIM/130190,0
MIM_130200,ELECTROENCEPHALOGRAPHIC PECULIARITY: 14 AND 6 PER SEC. POSITIVE SPIKE PHENOMENON,"OMIM, phenotype",MIM_130200,http://purl.bioontology.org/ontology/OMIM/130200,0
MIM_130300,ELECTROENCEPHALOGRAPHIC PECULIARITY: FRONTO-PRECENTRAL BETA WAVE GROUPS,"OMIM, phenotype",MIM_130300,http://purl.bioontology.org/ontology/OMIM/130300,0
MIM_130400,ELECTROENCEPHALOGRAPHIC PECULIARITY: OCCIPITAL SLOW BETA WAVES,"OMIM, phenotype",MIM_130400,http://purl.bioontology.org/ontology/OMIM/130400,0
MIM_130600,ELLIPTOCYTOSIS 2,"OMIM, phenotype",MIM_130600,http://purl.bioontology.org/ontology/OMIM/130600,0
MIM_130650,BECKWITH-WIEDEMANN SYNDROME,"OMIM, phenotype",MIM_130650,http://purl.bioontology.org/ontology/OMIM/130650,0
MIM_130700,"EMPHYSEMA, HEREDITARY PULMONARY","OMIM, phenotype",MIM_130700,http://purl.bioontology.org/ontology/OMIM/130700,0
MIM_130710,"EMPHYSEMA, CONGENITAL LOBAR","OMIM, phenotype",MIM_130710,http://purl.bioontology.org/ontology/OMIM/130710,0
MIM_130720,LATERAL MENINGOCELE SYNDROME,"OMIM, phenotype",MIM_130720,http://purl.bioontology.org/ontology/OMIM/130720,0
MIM_130900,"AMELOGENESIS IMPERFECTA, TYPE IIIA","OMIM, phenotype",MIM_130900,http://purl.bioontology.org/ontology/OMIM/130900,0
MIM_130950,"ENCEPHALOPATHY, RECURRENT, OF CHILDHOOD","OMIM, phenotype",MIM_130950,http://purl.bioontology.org/ontology/OMIM/130950,0
MIM_131100,"MULTIPLE ENDOCRINE NEOPLASIA, TYPE I","OMIM, phenotype",MIM_131100,http://purl.bioontology.org/ontology/OMIM/131100,0
MIM_131200,"ENDOMETRIOSIS, SUSCEPTIBILITY TO, 1","OMIM, phenotype",MIM_131200,http://purl.bioontology.org/ontology/OMIM/131200,0
MIM_131300,CAMURATI-ENGELMANN DISEASE,"OMIM, phenotype",MIM_131300,http://purl.bioontology.org/ontology/OMIM/131300,0
MIM_131375,"ENOLASE, SPERM SPECIFIC","OMIM, phenotype",MIM_131375,http://purl.bioontology.org/ontology/OMIM/131375,0
MIM_131400,"EOSINOPHILIA, FAMILIAL","OMIM, phenotype",MIM_131400,http://purl.bioontology.org/ontology/OMIM/131400,0
MIM_131430,EOSINOPHILOPENIA,"OMIM, phenotype",MIM_131430,http://purl.bioontology.org/ontology/OMIM/131430,0
MIM_131440,"MYELOPROLIFERATIVE DISORDER, CHRONIC, WITH EOSINOPHILIA","OMIM, phenotype",MIM_131440,http://purl.bioontology.org/ontology/OMIM/131440,0
MIM_131450,EPIBLEPHARON OF LOWER LID,"OMIM, phenotype",MIM_131450,http://purl.bioontology.org/ontology/OMIM/131450,0
MIM_131460,EPIBLEPHARON OF UPPER LID,"OMIM, phenotype",MIM_131460,http://purl.bioontology.org/ontology/OMIM/131460,0
MIM_131500,EPICANTHUS,"OMIM, phenotype",MIM_131500,http://purl.bioontology.org/ontology/OMIM/131500,0
MIM_131600,EPIDERMOID CYSTS,"OMIM, phenotype",MIM_131600,http://purl.bioontology.org/ontology/OMIM/131600,0
MIM_131705,TRANSIENT BULLOUS DERMOLYSIS OF THE NEWBORN,"OMIM, phenotype",MIM_131705,http://purl.bioontology.org/ontology/OMIM/131705,0
MIM_131750,"EPIDERMOLYSIS BULLOSA DYSTROPHICA, AUTOSOMAL DOMINANT","OMIM, phenotype",MIM_131750,http://purl.bioontology.org/ontology/OMIM/131750,0
MIM_131760,"EPIDERMOLYSIS BULLOSA SIMPLEX, DOWLING-MEARA TYPE","OMIM, phenotype",MIM_131760,http://purl.bioontology.org/ontology/OMIM/131760,0
MIM_131800,"EPIDERMOLYSIS BULLOSA SIMPLEX, LOCALIZED","OMIM, phenotype",MIM_131800,http://purl.bioontology.org/ontology/OMIM/131800,0
MIM_131850,"EPIDERMOLYSIS BULLOSA DYSTROPHICA, PRETIBIAL","OMIM, phenotype",MIM_131850,http://purl.bioontology.org/ontology/OMIM/131850,0
MIM_131880,EPIDERMOLYSIS BULLOSA WITH DEFICIENCY OF GALACTOSYLHYDROXYLYSYL GLUCOSYLTRANSFERASE,"OMIM, phenotype",MIM_131880,http://purl.bioontology.org/ontology/OMIM/131880,0
MIM_131900,"EPIDERMOLYSIS BULLOSA SIMPLEX, GENERALIZED","OMIM, phenotype",MIM_131900,http://purl.bioontology.org/ontology/OMIM/131900,0
MIM_131950,"EPIDERMOLYSIS BULLOSA SIMPLEX, OGNA TYPE","OMIM, phenotype",MIM_131950,http://purl.bioontology.org/ontology/OMIM/131950,0
MIM_131960,EPIDERMOLYSIS BULLOSA SIMPLEX WITH MOTTLED PIGMENTATION,"OMIM, phenotype",MIM_131960,http://purl.bioontology.org/ontology/OMIM/131960,0
MIM_132000,EPIDERMOLYSIS BULLOSA WITH CONGENITAL LOCALIZED ABSENCE OF SKIN AND DEFORMITY OF NAILS,"OMIM, phenotype",MIM_132000,http://purl.bioontology.org/ontology/OMIM/132000,0
MIM_132090,"EPILEPSY, BENIGN OCCIPITAL","OMIM, phenotype",MIM_132090,http://purl.bioontology.org/ontology/OMIM/132090,0
MIM_132100,PHOTOPAROXYSMAL RESPONSE 1,"OMIM, phenotype",MIM_132100,http://purl.bioontology.org/ontology/OMIM/132100,0
MIM_132300,"EPILEPSY, READING","OMIM, phenotype",MIM_132300,http://purl.bioontology.org/ontology/OMIM/132300,0
MIM_132400,"EPIPHYSEAL DYSPLASIA, MULTIPLE, 1","OMIM, phenotype",MIM_132400,http://purl.bioontology.org/ontology/OMIM/132400,0
MIM_132450,"EPIPHYSEAL DYSPLASIA, MULTIPLE, WITH MYOPIA AND CONDUCTIVE DEAFNESS","OMIM, phenotype",MIM_132450,http://purl.bioontology.org/ontology/OMIM/132450,0
MIM_132500,"EPISTAXIS, HEREDITARY","OMIM, phenotype",MIM_132500,http://purl.bioontology.org/ontology/OMIM/132500,0
MIM_132600,PILOMATRIXOMA,"OMIM, phenotype",MIM_132600,http://purl.bioontology.org/ontology/OMIM/132600,0
MIM_132700,"CYLINDROMATOSIS, FAMILIAL","OMIM, phenotype",MIM_132700,http://purl.bioontology.org/ontology/OMIM/132700,0
MIM_132800,"MULTIPLE SELF-HEALING SQUAMOUS EPITHELIOMA, SUSCEPTIBILITY TO","OMIM, phenotype",MIM_132800,http://purl.bioontology.org/ontology/OMIM/132800,0
MIM_132850,EPSTEIN-BARR VIRUS INSERTION SITE 1,"OMIM, phenotype",MIM_132850,http://purl.bioontology.org/ontology/OMIM/132850,0
MIM_132900,"AORTIC ANEURYSM, FAMILIAL THORACIC 4","OMIM, phenotype",MIM_132900,http://purl.bioontology.org/ontology/OMIM/132900,0
MIM_132990,"ERYTHEMA NODOSUM, FAMILIAL","OMIM, phenotype",MIM_132990,http://purl.bioontology.org/ontology/OMIM/132990,0
MIM_133000,ERYTHEMA PALMARE HEREDITARIUM,"OMIM, phenotype",MIM_133000,http://purl.bioontology.org/ontology/OMIM/133000,0
MIM_133020,"ERYTHERMALGIA, PRIMARY","OMIM, phenotype",MIM_133020,http://purl.bioontology.org/ontology/OMIM/133020,0
MIM_133100,"ERYTHROCYTOSIS, FAMILIAL, 1","OMIM, phenotype",MIM_133100,http://purl.bioontology.org/ontology/OMIM/133100,0
MIM_133180,"ERYTHROLEUKEMIA, FAMILIAL, SUSCEPTIBILITY TO","OMIM, phenotype",MIM_133180,http://purl.bioontology.org/ontology/OMIM/133180,0
MIM_133190,SPINOCEREBELLAR ATAXIA 34,"OMIM, phenotype",MIM_133190,http://purl.bioontology.org/ontology/OMIM/133190,0
MIM_133200,ERYTHROKERATODERMIA VARIABILIS ET PROGRESSIVA 1,"OMIM, phenotype",MIM_133200,http://purl.bioontology.org/ontology/OMIM/133200,0
MIM_133239,ESOPHAGEAL CANCER,"OMIM, phenotype",MIM_133239,http://purl.bioontology.org/ontology/OMIM/133239,0
MIM_133240,"ESOPHAGEAL RING, LOWER","OMIM, phenotype",MIM_133240,http://purl.bioontology.org/ontology/OMIM/133240,0
MIM_133260,ESTERASE B,"OMIM, phenotype",MIM_133260,http://purl.bioontology.org/ontology/OMIM/133260,0
MIM_133270,ESTERASE C,"OMIM, phenotype",MIM_133270,http://purl.bioontology.org/ontology/OMIM/133270,0
MIM_133300,"ESTERASE ES-2, REGULATOR FOR","OMIM, phenotype",MIM_133300,http://purl.bioontology.org/ontology/OMIM/133300,0
MIM_133500,"EXCHONDROSIS OF PINNA, POSTERIOR","OMIM, phenotype",MIM_133500,http://purl.bioontology.org/ontology/OMIM/133500,0
MIM_133540,COCKAYNE SYNDROME B,"OMIM, phenotype",MIM_133540,http://purl.bioontology.org/ontology/OMIM/133540,0
MIM_133600,EXOSTOSES OF HEEL,"OMIM, phenotype",MIM_133600,http://purl.bioontology.org/ontology/OMIM/133600,0
MIM_133690,"EXOSTOSES WITH ANETODERMIA AND BRACHYDACTYLY, TYPE E","OMIM, phenotype",MIM_133690,http://purl.bioontology.org/ontology/OMIM/133690,0
MIM_133700,"EXOSTOSES, MULTIPLE, TYPE I","OMIM, phenotype",MIM_133700,http://purl.bioontology.org/ontology/OMIM/133700,0
MIM_133701,"EXOSTOSES, MULTIPLE, TYPE II","OMIM, phenotype",MIM_133701,http://purl.bioontology.org/ontology/OMIM/133701,0
MIM_133705,"EXTERNAL AUDITORY CANAL, BILATERAL ATRESIA OF, WITH CONGENITAL VERTICAL TALUS","OMIM, phenotype",MIM_133705,http://purl.bioontology.org/ontology/OMIM/133705,0
MIM_133750,"EXTRASYSTOLES, MULTIFORM VENTRICULAR, WITH SHORT STATURE, HYPERPIGMENTATION AND MICROCEPHALY","OMIM, phenotype",MIM_133750,http://purl.bioontology.org/ontology/OMIM/133750,0
MIM_133780,EXUDATIVE VITREORETINOPATHY 1,"OMIM, phenotype",MIM_133780,http://purl.bioontology.org/ontology/OMIM/133780,0
MIM_133800,"EYEBROW, WHORL IN","OMIM, phenotype",MIM_133800,http://purl.bioontology.org/ontology/OMIM/133800,0
MIM_133900,HEMIFACIAL HYPERPLASIA,"OMIM, phenotype",MIM_133900,http://purl.bioontology.org/ontology/OMIM/133900,0
MIM_134000,FACIAL HYPERTRICHOSIS,"OMIM, phenotype",MIM_134000,http://purl.bioontology.org/ontology/OMIM/134000,0
MIM_134200,"FACIAL PALSY, FAMILIAL RECURRENT PERIPHERAL","OMIM, phenotype",MIM_134200,http://purl.bioontology.org/ontology/OMIM/134200,0
MIM_134300,FACIAL SPASM,"OMIM, phenotype",MIM_134300,http://purl.bioontology.org/ontology/OMIM/134300,0
MIM_134400,FACTOR V EXCESS WITH SPONTANEOUS THROMBOSIS,"OMIM, phenotype",MIM_134400,http://purl.bioontology.org/ontology/OMIM/134400,0
MIM_134430,"FACTOR VII AND FACTOR VIII, COMBINED DEFICIENCY OF","OMIM, phenotype",MIM_134430,http://purl.bioontology.org/ontology/OMIM/134430,0
MIM_134500,FACTOR VIII DEFICIENCY,"OMIM, phenotype",MIM_134500,http://purl.bioontology.org/ontology/OMIM/134500,0
MIM_134510,"FACTOR VIII AND FACTOR IX, COMBINED DEFICIENCY OF","OMIM, phenotype",MIM_134510,http://purl.bioontology.org/ontology/OMIM/134510,0
MIM_134520,"FACTORS VIII, IX AND XI, COMBINED DEFICIENCY OF","OMIM, phenotype",MIM_134520,http://purl.bioontology.org/ontology/OMIM/134520,0
MIM_134540,"FACTOR IX AND FACTOR XI, COMBINED DEFICIENCY OF","OMIM, phenotype",MIM_134540,http://purl.bioontology.org/ontology/OMIM/134540,0
MIM_134600,FANCONI RENOTUBULAR SYNDROME 1,"OMIM, phenotype",MIM_134600,http://purl.bioontology.org/ontology/OMIM/134600,0
MIM_134610,"FAMILIAL MEDITERRANEAN FEVER, AUTOSOMAL DOMINANT","OMIM, phenotype",MIM_134610,http://purl.bioontology.org/ontology/OMIM/134610,0
MIM_134720,"FECUNDITY GENE, BOOROOLA, OF SHEEP, HOMOLOG OF","OMIM, phenotype",MIM_134720,http://purl.bioontology.org/ontology/OMIM/134720,0
MIM_134750,FELTY SYNDROME,"OMIM, phenotype",MIM_134750,http://purl.bioontology.org/ontology/OMIM/134750,0
MIM_134780,FEMORAL-FACIAL SYNDROME,"OMIM, phenotype",MIM_134780,http://purl.bioontology.org/ontology/OMIM/134780,0
MIM_134900,FIBRINOLYTIC DEFECT,"OMIM, phenotype",MIM_134900,http://purl.bioontology.org/ontology/OMIM/134900,0
MIM_135100,FIBRODYSPLASIA OSSIFICANS PROGRESSIVA,"OMIM, phenotype",MIM_135100,http://purl.bioontology.org/ontology/OMIM/135100,0
MIM_135150,BIRT-HOGG-DUBE SYNDROME,"OMIM, phenotype",MIM_135150,http://purl.bioontology.org/ontology/OMIM/135150,0
MIM_135290,"DESMOID DISEASE, HEREDITARY","OMIM, phenotype",MIM_135290,http://purl.bioontology.org/ontology/OMIM/135290,0
MIM_135300,"FIBROMATOSIS, GINGIVAL, 1","OMIM, phenotype",MIM_135300,http://purl.bioontology.org/ontology/OMIM/135300,0
MIM_135400,"HYPERTRICHOSIS, CONGENITAL GENERALIZED, WITH OR WITHOUT GINGIVAL HYPERPLASIA","OMIM, phenotype",MIM_135400,http://purl.bioontology.org/ontology/OMIM/135400,0
MIM_135500,ZIMMERMANN-LABAND SYNDROME 1,"OMIM, phenotype",MIM_135500,http://purl.bioontology.org/ontology/OMIM/135500,0
MIM_135550,"FIBROMATOSIS, GINGIVAL, WITH PROGRESSIVE DEAFNESS","OMIM, phenotype",MIM_135550,http://purl.bioontology.org/ontology/OMIM/135550,0
MIM_135580,FIBROMUSCULAR DYSPLASIA,"OMIM, phenotype",MIM_135580,http://purl.bioontology.org/ontology/OMIM/135580,0
MIM_135610,FIBRONECTIN-LIKE 2,"OMIM, phenotype",MIM_135610,http://purl.bioontology.org/ontology/OMIM/135610,0
MIM_135700,"FIBROSIS OF EXTRAOCULAR MUSCLES, CONGENITAL, 1","OMIM, phenotype",MIM_135700,http://purl.bioontology.org/ontology/OMIM/135700,0
MIM_135750,LAURIN-SANDROW SYNDROME,"OMIM, phenotype",MIM_135750,http://purl.bioontology.org/ontology/OMIM/135750,0
MIM_135800,"FIBULA, RECURRENT DISLOCATION OF HEAD OF","OMIM, phenotype",MIM_135800,http://purl.bioontology.org/ontology/OMIM/135800,0
MIM_135900,COFFIN-SIRIS SYNDROME 1,"OMIM, phenotype",MIM_135900,http://purl.bioontology.org/ontology/OMIM/135900,0
MIM_135950,"FINGER LOCKING, RECURRENT, WITH INTRAUTERINE GROWTH RETARDATION AND PROPORTIONATE SHORT STATURE","OMIM, phenotype",MIM_135950,http://purl.bioontology.org/ontology/OMIM/135950,0
MIM_136000,ADERMATOGLYPHIA,"OMIM, phenotype",MIM_136000,http://purl.bioontology.org/ontology/OMIM/136000,0
MIM_136100,"FINGERS, RELATIVE LENGTH OF","OMIM, phenotype",MIM_136100,http://purl.bioontology.org/ontology/OMIM/136100,0
MIM_136120,FISH-EYE DISEASE,"OMIM, phenotype",MIM_136120,http://purl.bioontology.org/ontology/OMIM/136120,0
MIM_136140,FLOATING-HARBOR SYNDROME,"OMIM, phenotype",MIM_136140,http://purl.bioontology.org/ontology/OMIM/136140,0
